name,iterations,real_time,cpu_time,time_unit,bytes_per_second,items_per_second,label,error_occurred,error_message,"cols","pix","rows"
"warmup/0",1,6.3675e+08,5.70922e+08,ns,,,,,,4032,9.14458e+06,2268
"naive/0",19,3.73379e+07,3.73314e+07,ns,,,,,,4032,9.14458e+06,2268
"v1/0",31,2.29254e+07,2.29173e+07,ns,,,,,,4032,9.14458e+06,2268
