name,iterations,real_time,cpu_time,time_unit,bytes_per_second,items_per_second,label,error_occurred,error_message,"cols","pix","rows"
"warmup/0",1,6.50546e+08,5.77029e+08,ns,,,,,,4000,1.2e+07,3000
"naive/0",12,5.08062e+07,5.08031e+07,ns,,,,,,4000,1.2e+07,3000
"v1/0",23,3.05505e+07,3.05434e+07,ns,,,,,,4000,1.2e+07,3000
