name,iterations,real_time,cpu_time,time_unit,bytes_per_second,items_per_second,label,error_occurred,error_message,"cols","pix","rows"
"warmup/0",1,1.57694e+09,1.47682e+09,ns,,,,,,4032,1.21928e+07,3024
"naive/0",9,7.09454e+07,7.09208e+07,ns,,,,,,4032,1.21928e+07,3024
"v1/0",4,2.43636e+08,1.75533e+08,ns,,,,,,4032,1.21928e+07,3024
"v2/0",100,3.86947e+07,5.28039e+06,ns,,,,,,4032,1.21928e+07,3024
"bench_step2_v1/0",18,7.2173e+07,3.93142e+07,ns,,,,,,4032,1.21928e+07,3024
