name,iterations,real_time,cpu_time,time_unit,bytes_per_second,items_per_second,label,error_occurred,error_message,"cols","pix","rows"
"warmup/0",1,6.41539e+08,5.80512e+08,ns,,,,,,4032,1.21928e+07,3024
"naive/0",12,5.17919e+07,5.17717e+07,ns,,,,,,4032,1.21928e+07,3024
"v1/0",23,3.08756e+07,3.08662e+07,ns,,,,,,4032,1.21928e+07,3024
"v2/0",434,1.69571e+07,1.66972e+06,ns,,,,,,4032,1.21928e+07,3024
