name,iterations,real_time,cpu_time,time_unit,bytes_per_second,items_per_second,label,error_occurred,error_message,"cols","pix","rows"
"warmup/0",1,6.38385e+08,5.75746e+08,ns,,,,,,4032,1.21928e+07,3024
"naive/0",12,5.18258e+07,5.1814e+07,ns,,,,,,4032,1.21928e+07,3024
"v1/0",22,3.11477e+07,3.11406e+07,ns,,,,,,4032,1.21928e+07,3024
"v2/0",434,1.70763e+07,1.65382e+06,ns,,,,,,4032,1.21928e+07,3024
