name,iterations,real_time,cpu_time,time_unit,bytes_per_second,items_per_second,label,error_occurred,error_message,"cols","pix","rows"
"warmup/0",1,6.46695e+08,5.63615e+08,ns,,,,,,4000,1.2e+07,3000
"naive/0",12,5.12211e+07,5.11563e+07,ns,,,,,,4000,1.2e+07,3000
"v1/0",23,3.06877e+07,3.0633e+07,ns,,,,,,4000,1.2e+07,3000
"v2/0",426,1.69366e+07,1.63358e+06,ns,,,,,,4000,1.2e+07,3000
