name,iterations,real_time,cpu_time,time_unit,bytes_per_second,items_per_second,label,error_occurred,error_message,"cols","pix","rows"
"warmup/0",1,6.69515e+08,5.98135e+08,ns,,,,,,4000,1.2e+07,3000
"naive/0",12,5.44032e+07,5.43578e+07,ns,,,,,,4000,1.2e+07,3000
"v1/0",21,3.05078e+07,3.0504e+07,ns,,,,,,4000,1.2e+07,3000
"v2/0",340,2.04181e+07,2.17937e+06,ns,,,,,,4000,1.2e+07,3000
