name,iterations,real_time,cpu_time,time_unit,bytes_per_second,items_per_second,label,error_occurred,error_message,"cols","pix","rows"
"warmup/0",1,6.40973e+08,5.44663e+08,ns,,,,,,4032,9.14458e+06,2268
"naive/0",19,3.71512e+07,3.71473e+07,ns,,,,,,4032,9.14458e+06,2268
"v1/0",31,2.47373e+07,2.46985e+07,ns,,,,,,4032,9.14458e+06,2268
"v2/0",436,1.58044e+07,1.65572e+06,ns,,,,,,4032,9.14458e+06,2268
