name,iterations,real_time,cpu_time,time_unit,bytes_per_second,items_per_second,label,error_occurred,error_message,"cols","pix","rows"
"warmup/0",1,6.43196e+08,5.61938e+08,ns,,,,,,4032,9.14458e+06,2268
"naive/0",19,3.71386e+07,3.71353e+07,ns,,,,,,4032,9.14458e+06,2268
"v1/0",30,2.36515e+07,2.35674e+07,ns,,,,,,4032,9.14458e+06,2268
"v2/0",422,1.60729e+07,1.69265e+06,ns,,,,,,4032,9.14458e+06,2268
